id,palavra,resposta
10086913586276986678343434265636765134100413253239154346994763111486904773503285916522052161250538404046496765518543870,OFEREC ,null
20173827172553973356686868531273530268200826506478308693989526222973809547006571833044104322501076808092993531037087741,null,54
20173827172553973356686868531273530268200826506478308693989526222973809547006571833044104322501076808092993531037087742,null,50
10086913586276986678343434265636765134100413253239154346994763111486904773503285916522052161250538404046496765518544894,BYE ,null
20173827172553973356686868531273530268200826506478308693989526222973809547006571833044104322501076808092993531037089789,null,609
20173827172553973356686864359360193360912869138505649903820259322033680931867070022396084655685850477161814995371032574,USAD ,null
40347654345107946713373728718720386721825738277011299807640518644067361863734140044792169311371700954323629990742065149,null,null
20173827172553973356686868531273530268200826506478308693989526222973809547006571833044104322501076808092993531037087740,VTRQUALVALOR ,null
40347654345107946713373737062547060536401653012956617387979052445947619094013143666088208645002153616185987062074175481,null,60
20173827172553973356686868531273530268200826506478308693989526222973809547006571833044104322501076808092993531037089790,OLA ,null
40347654345107946713373728718720386721825738277011299807640518644067361863734140044792169311371700954323629990742065150,USAR ,null
80695308690215893426747457437440773443651476554022599615281037288134723727468280089584338622743401908647259981484130301,null,null
40347654345107946713373737062547060536401653012956617387979052445947619094013143666088208645002153616185987062074175482,REQUISIT ,null
80695308690215893426747474125094121072803306025913234775958104891895238188026287332176417290004307232371974124148350965,null,62
40347654345107946713373737062547060536401653012956617387979052445947619094013143666088208645002153616185987062074179581,BEM ,null
80695308690215893426747474125094121072803306025913234775958104891895238188026287332176417290004307232371974124148359163,null,610
40347654345107946713373737062547060536401653012956617387979052445947619094013143666088208645002153616185987062074179582,SEI ,null
80695308690215893426747457437440773443651476554022599615281037288134723727468280089584338622743401908647259981484130302,APROVAD ,null
161390617380431786853494914874881546887302953108045199230562074576269447454936560179168677245486803817294519962968260605,null,null
80695308690215893426747474125094121072803306025913234775958104891895238188026287332176417290004307232371974124148350966,NAO ,null
161390617380431786853494948250188242145606612051826469551916209783790476376052574664352834580008614464743948248296701933,null,61
161390617380431786853494948250188242145606612051826469551916209783790476376052574664352834580008614464743948248296701934,null,55
80695308690215893426747474125094121072803306025913234775958104891895238188026287332176417290004307232371974124148359164,BELEZ ,null
161390617380431786853494948250188242145606612051826469551916209783790476376052574664352834580008614464743948248296718329,null,610
80695308690215893426747474125094121072803306025913234775958104891895238188026287332176417290004307232371974124148359165,VTRREVENDA ,null
161390617380431786853494948250188242145606612051826469551916209783790476376052574664352834580008614464743948248296718331,null,1081
80695308690215893426747474125094121072803306025913234775958104891895238188026287332176417290004307232371974124148359166,BANC ,null
161390617380431786853494914874881546887302953108045199230562074576269447454936560179168677245486803817294519962968260606,USAL ,null
322781234760863573706989829749763093774605906216090398461124149152538894909873120358337354490973607634589039925936521213,null,null
161390617380431786853494948250188242145606612051826469551916209783790476376052574664352834580008614464743948248296718330,VTRBOANOITE ,null
161390617380431786853494948250188242145606612051826469551916209783790476376052574664352834580008614464743948248296718332,MATER ,null
322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436665,null,44
322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436666,null,180
161390617380431786853494948250188242145606612051826469551916209783790476376052574664352834580008614464743948248296718333,CLIENT ,null
322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436667,null,1088
161390617380431786853494948250188242145606612051826469551916209783790476376052574664352834580008614464743948248296718334,LOP ,null
322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436669,null,1267
322781234760863573706989829749763093774605906216090398461124149152538894909873120358337354490973607634589039925936521214,SJHUIDHGIUSGUISGUISG ,null
645562469521727147413979659499526187549211812432180796922248298305077789819746240716674708981947215269178079851873042429,null,null
322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436661,VTRUM ,null
645562469521727147413979793000752968582426448207305878207664839135161905504210298657411338320034457858975792993186873323,null,610
645562469521727147413979793000752968582426448207305878207664839135161905504210298657411338320034457858975792993186873324,null,607
322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436662,VTRBOMDIA ,null
645562469521727147413979793000752968582426448207305878207664839135161905504210298657411338320034457858975792993186873325,null,605
322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436668,TER ,null
645562469521727147413979793000752968582426448207305878207664839135161905504210298657411338320034457858975792993186873337,null,1262
322781234760863573706989896500376484291213224103652939103832419567580952752105149328705669160017228929487896496593436670,BIBL ,null
645562469521727147413979793000752968582426448207305878207664839135161905504210298657411338320034457858975792993186873341,null,1301
645562469521727147413979659499526187549211812432180796922248298305077789819746240716674708981947215269178079851873042430,OBRIGAD ,null
1291124939043454294827959318999052375098423624864361593844496596610155579639492481433349417963894430538356159703746084861,null,null
645562469521727147413979793000752968582426448207305878207664839135161905504210298657411338320034457858975792993186873326,VTRBOATARDE ,null
1291124939043454294827959586001505937164852896414611756415329678270323811008420597314822676640068915717951585986373746653,null,606
1291124939043454294827959586001505937164852896414611756415329678270323811008420597314822676640068915717951585986373746654,null,610
645562469521727147413979793000752968582426448207305878207664839135161905504210298657411338320034457858975792993186873338,CONECT ,null
1291124939043454294827959586001505937164852896414611756415329678270323811008420597314822676640068915717951585986373746677,null,1098
645562469521727147413979793000752968582426448207305878207664839135161905504210298657411338320034457858975792993186873342,CERTIFIC ,null
1291124939043454294827959318999052375098423624864361593844496596610155579639492481433349417963894430538356159703746084862,OBRIGAG ,null
2582249878086908589655918637998104750196847249728723187688993193220311159278984962866698835927788861076712319407492169725,null,null
1291124939043454294827959586001505937164852896414611756415329678270323811008420597314822676640068915717951585986373746678,ESTOU ,null
2582249878086908589655919172003011874329705792829223512830659356540647622016841194629645353280137831435903171972747493357,null,71
1291124939043454294827959586001505937164852896414611756415329678270323811008420597314822676640068915717951585986373746685,FINAL ,null
2582249878086908589655919172003011874329705792829223512830659356540647622016841194629645353280137831435903171972747493371,null,33
1291124939043454294827959586001505937164852896414611756415329678270323811008420597314822676640068915717951585986373746686,LOG ,null
2582249878086908589655919172003011874329705792829223512830659356540647622016841194629645353280137831435903171972747493373,null,35
2582249878086908589655918637998104750196847249728723187688993193220311159278984962866698835927788861076712319407492169726,USAV ,null
5164499756173817179311837275996209500393694499457446375377986386440622318557969925733397671855577722153424638814984339453,null,null
2582249878086908589655919172003011874329705792829223512830659356540647622016841194629645353280137831435903171972747493358,TEM ,null
5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986717,null,169
2582249878086908589655919172003011874329705792829223512830659356540647622016841194629645353280137831435903171972747493372,CONSEGU ,null
5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986745,null,47
2582249878086908589655919172003011874329705792829223512830659356540647622016841194629645353280137831435903171972747493374,HISTOR ,null
5164499756173817179311837275996209500393694499457446375377986386440622318557969925733397671855577722153424638814984339454,VAGABUND ,null
10328999512347634358623674551992419000787388998914892750755972772881244637115939851466795343711155444306849277629968678909,null,null
5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986718,VTRPAIS ,null
10328999512347634358623676688012047497318823171316894051322637426162590488067364778518581413120551325743612687890989973437,null,358
5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986746,SEGURANC ,null
10328999512347634358623676688012047497318823171316894051322637426162590488067364778518581413120551325743612687890989973493,null,586
5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986749,VTRCURSONLINE ,null
10328999512347634358623676688012047497318823171316894051322637426162590488067364778518581413120551325743612687890989973499,null,37
5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986750,USO ,null
10328999512347634358623676688012047497318823171316894051322637426162590488067364778518581413120551325743612687890989973501,null,69
10328999512347634358623674551992419000787388998914892750755972772881244637115939851466795343711155444306849277629968678910,ATIVAR ,null
20657999024695268717247349103984838001574777997829785501511945545762489274231879702933590687422310888613698555259937357821,null,null
10328999512347634358623676688012047497318823171316894051322637426162590488067364778518581413120551325743612687890989973438,LIVR ,null
20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979946877,null,1220
10328999512347634358623676688012047497318823171316894051322637426162590488067364778518581413120551325743612687890989973494,VTRMEU ,null
10328999512347634358623676688012047497318823171316894051322637426162590488067364778518581413120551325743612687890989973500,CONHEC ,null
20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979947001,null,349
20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979947002,null,1160
10328999512347634358623676688012047497318823171316894051322637426162590488067364778518581413120551325743612687890989973502,REINSTAL ,null
20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979947005,null,74
20657999024695268717247349103984838001574777997829785501511945545762489274231879702933590687422310888613698555259937357822,ABRIND ,null
41315998049390537434494698207969676003149555995659571003023891091524978548463759405867181374844621777227397110519874715645,null,null
20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979946878,VTRNAOCONSIGO ,null
41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959893757,null,1262
20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979946989,AGOR ,null
41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959893979,null,47
20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979946990,AGOR ,null
41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959893981,null,1115
41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959893982,null,33
20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979947006,CONEXA ,null
41315998049390537434494698207969676003149555995659571003023891091524978548463759405867181374844621777227397110519874715646,TAL ,null
82631996098781074868989396415939352006299111991319142006047782183049957096927518811734362749689243554454794221039749431293,null,null
41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959893758,PREMIAD ,null
82631996098781074868989413504096379978550585370535152410581099409300723904538918228148651304964410605948901503127919787517,null,1270
82631996098781074868989413504096379978550585370535152410581099409300723904538918228148651304964410605948901503127919787518,null,1263
41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959893980,IMPR ,null
82631996098781074868989413504096379978550585370535152410581099409300723904538918228148651304964410605948901503127919787961,null,47
41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959894013,CAIU ,null
82631996098781074868989413504096379978550585370535152410581099409300723904538918228148651304964410605948901503127919788027,null,146
82631996098781074868989413504096379978550585370535152410581099409300723904538918228148651304964410605948901503127919788028,null,218
41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959894014,RELACION ,null
82631996098781074868989396415939352006299111991319142006047782183049957096927518811734362749689243554454794221039749431294,AMANHEC ,null
165263992197562149737978792831878704012598223982638284012095564366099914193855037623468725499378487108909588442079498862589,null,null
82631996098781074868989413504096379978550585370535152410581099409300723904538918228148651304964410605948901503127919787962,HOSPED ,null
165263992197562149737978827008192759957101170741070304821162198818601447809077836456297302609928821211897803006255839575925,null,586
165263992197562149737978827008192759957101170741070304821162198818601447809077836456297302609928821211897803006255839575926,null,53
82631996098781074868989413504096379978550585370535152410581099409300723904538918228148651304964410605948901503127919788029,UOL ,null
165263992197562149737978827008192759957101170741070304821162198818601447809077836456297302609928821211897803006255839576059,null,248
165263992197562149737978827008192759957101170741070304821162198818601447809077836456297302609928821211897803006255839576060,null,351
82631996098781074868989413504096379978550585370535152410581099409300723904538918228148651304964410605948901503127919788030,REDUZ ,null
165263992197562149737978827008192759957101170741070304821162198818601447809077836456297302609928821211897803006255839576061,null,456
165263992197562149737978792831878704012598223982638284012095564366099914193855037623468725499378487108909588442079498862590,DICA ,null
330527984395124299475957585663757408025196447965276568024191128732199828387710075246937450998756974217819176884158997725181,null,null
165263992197562149737978827008192759957101170741070304821162198818601447809077836456297302609928821211897803006255839576062,HA ,null
330527984395124299475957585663757408025196447965276568024191128732199828387710075246937450998756974217819176884158997725182,TAO ,null
661055968790248598951915171327514816050392895930553136048382257464399656775420150493874901997513948435638353768317995450365,null,null
330527984395124299475957654016385519914202341482140609642324397637202895618155672912594605219857642423795606012511679152125,ABERT ,null
661055968790248598951915308032771039828404682964281219284648795274405791236311345825189210439715284847591212025023358304251,null,180
661055968790248598951915308032771039828404682964281219284648795274405791236311345825189210439715284847591212025023358304252,null,564
330527984395124299475957654016385519914202341482140609642324397637202895618155672912594605219857642423795606012511679152126,FICOU ,null
661055968790248598951915308032771039828404682964281219284648795274405791236311345825189210439715284847591212025023358304253,null,601
661055968790248598951915171327514816050392895930553136048382257464399656775420150493874901997513948435638353768317995450366,MAQUINIH ,null
1322111937580497197903830342655029632100785791861106272096764514928799313550840300987749803995027896871276707536635990900733,null,null
661055968790248598951915308032771039828404682964281219284648795274405791236311345825189210439715284847591212025023358304254,VERDAD ,null
1322111937580497197903830616065542079656809365928562438569297590548811582472622691650378420879430569695182424050046716608509,null,602
1322111937580497197903830342655029632100785791861106272096764514928799313550840300987749803995027896871276707536635990900734,RAIZ ,null
2644223875160994395807660685310059264201571583722212544193529029857598627101680601975499607990055793742553415073271981801469,null,null
1322111937580497197903830616065542079656809365928562438569297590548811582472622691650378420879430569695182424050046716608510,INFORM ,null
2644223875160994395807660685310059264201571583722212544193529029857598627101680601975499607990055793742553415073271981801470,SAIRM ,null
5288447750321988791615321370620118528403143167444425088387058059715197254203361203950999215980111587485106830146543963602941,null,null
2644223875160994395807661232131084159313618731857124877138595181097623164945245383300756841758861139390364848100093433217021,VTRUM ,null
5288447750321988791615322464262168318627237463714249754277190362195246329890490766601513683517722278780729696200186866434043,null,603
5288447750321988791615322464262168318627237463714249754277190362195246329890490766601513683517722278780729696200186866434044,null,351
2644223875160994395807661232131084159313618731857124877138595181097623164945245383300756841758861139390364848100093433217022,BYEBY ,null
5288447750321988791615322464262168318627237463714249754277190362195246329890490766601513683517722278780729696200186866434045,null,609
5288447750321988791615321370620118528403143167444425088387058059715197254203361203950999215980111587485106830146543963602942,HOSTD ,null
10576895500643977583230642741240237056806286334888850176774116119430394508406722407901998431960223174970213660293087927205885,null,null
5288447750321988791615322464262168318627237463714249754277190362195246329890490766601513683517722278780729696200186866434046,FILEZILL ,null
10576895500643977583230644928524336637254474927428499508554380724390492659780981533203027367035444557561459392400373732868093,null,1066
10576895500643977583230642741240237056806286334888850176774116119430394508406722407901998431960223174970213660293087927205886,CONEXO ,null
21153791001287955166461285482480474113612572669777700353548232238860789016813444815803996863920446349940427320586175854411773,null,null
10576895500643977583230644928524336637254474927428499508554380724390492659780981533203027367035444557561459392400373732868094,ERRO ,null
21153791001287955166461285482480474113612572669777700353548232238860789016813444815803996863920446349940427320586175854411774,DUPLICAT ,null
42307582002575910332922570964960948227225145339555400707096464477721578033626889631607993727840892699880854641172351708823549,null,null
21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736189,HOSPED ,null
42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472379,null,1267
21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736190,TIVE ,null
42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472381,null,35
42307582002575910332922570964960948227225145339555400707096464477721578033626889631607993727840892699880854641172351708823550,CORRET ,null
84615164005151820665845141929921896454450290679110801414192928955443156067253779263215987455681785399761709282344703417647101,null,null
42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472380,PUBLIC ,null
84615164005151820665845159428194693098035799419427996068435045795123941278247852265624218936283556460491675139202989862944761,null,1267
42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472382,APRENDIZ ,null
84615164005151820665845141929921896454450290679110801414192928955443156067253779263215987455681785399761709282344703417647102,DICO ,null
169230328010303641331690283859843792908900581358221602828385857910886312134507558526431974911363570799523418564689406835294205,null,null
84615164005151820665845159428194693098035799419427996068435045795123941278247852265624218936283556460491675139202989862944762,CONECT ,null
169230328010303641331690318856389386196071598838855992136870091590247882556495704531248437872567112920983350278405979725889525,null,146
84615164005151820665845159428194693098035799419427996068435045795123941278247852265624218936283556460491675139202989862944765,PRECIL ,null
169230328010303641331690318856389386196071598838855992136870091590247882556495704531248437872567112920983350278405979725889531,null,40
84615164005151820665845159428194693098035799419427996068435045795123941278247852265624218936283556460491675139202989862944766,PROFISSIONALIZ ,null
169230328010303641331690283859843792908900581358221602828385857910886312134507558526431974911363570799523418564689406835294206,LOKUP ,null
338460656020607282663380567719687585817801162716443205656771715821772624269015117052863949822727141599046837129378813670588413,null,null
169230328010303641331690318856389386196071598838855992136870091590247882556495704531248437872567112920983350278405979725889526,DAND ,null
338460656020607282663380637712778772392143197677711984273740183180495765112991409062496875745134225841966700556811959451779053,null,494
169230328010303641331690318856389386196071598838855992136870091590247882556495704531248437872567112920983350278405979725889532,SOBR ,null
338460656020607282663380637712778772392143197677711984273740183180495765112991409062496875745134225841966700556811959451779065,null,40
169230328010303641331690318856389386196071598838855992136870091590247882556495704531248437872567112920983350278405979725889533,GRADU ,null
338460656020607282663380637712778772392143197677711984273740183180495765112991409062496875745134225841966700556811959451779067,null,30
338460656020607282663380637712778772392143197677711984273740183180495765112991409062496875745134225841966700556811959451779068,null,51
169230328010303641331690318856389386196071598838855992136870091590247882556495704531248437872567112920983350278405979725889534,ASSINAT ,null
338460656020607282663380567719687585817801162716443205656771715821772624269015117052863949822727141599046837129378813670588414,CANEL ,null
676921312041214565326761135439375171635602325432886411313543431643545248538030234105727899645454283198093674258757627341176829,null,null
338460656020607282663380637712778772392143197677711984273740183180495765112991409062496875745134225841966700556811959451779054,DOS ,null
676921312041214565326761275425557544784286395355423968547480366360991530225982818124993751490268451683933401113623918903558109,null,498
338460656020607282663380637712778772392143197677711984273740183180495765112991409062496875745134225841966700556811959451779066,ACES ,null
676921312041214565326761275425557544784286395355423968547480366360991530225982818124993751490268451683933401113623918903558133,null,40
338460656020607282663380637712778772392143197677711984273740183180495765112991409062496875745134225841966700556811959451779069,INSER ,null
676921312041214565326761275425557544784286395355423968547480366360991530225982818124993751490268451683933401113623918903558139,null,502
338460656020607282663380637712778772392143197677711984273740183180495765112991409062496875745134225841966700556811959451779070,VTRCONTA ,null
676921312041214565326761135439375171635602325432886411313543431643545248538030234105727899645454283198093674258757627341176830,DUPLICAD ,null
1353842624082429130653522270878750343271204650865772822627086863287090497076060468211455799290908566396187348517515254682353661,null,null
676921312041214565326761275425557544784286395355423968547480366360991530225982818124993751490268451683933401113623918903558110,SER ,null
1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116221,null,564
676921312041214565326761275425557544784286395355423968547480366360991530225982818124993751490268451683933401113623918903558134,ONDE ,null
1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116269,null,40
1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116270,null,42
676921312041214565326761275425557544784286395355423968547480366360991530225982818124993751490268451683933401113623918903558140,VTRCOMOFACO ,null
1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116281,null,69
676921312041214565326761275425557544784286395355423968547480366360991530225982818124993751490268451683933401113623918903558141,ENTR ,null
676921312041214565326761275425557544784286395355423968547480366360991530225982818124993751490268451683933401113623918903558142,ATENDID ,null
1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116285,null,176
1353842624082429130653522270878750343271204650865772822627086863287090497076060468211455799290908566396187348517515254682353662,CONEXA ,null
2707685248164858261307044541757500686542409301731545645254173726574180994152120936422911598581817132792374697035030509364707325,null,null
1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116222,LINK ,null
2707685248164858261307045101702230179137145581421695874189921465443966120903931272499975005961073806735733604454495675614232445,null,589
2707685248164858261307045101702230179137145581421695874189921465443966120903931272499975005961073806735733604454495675614232446,null,1267
1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116282,SER ,null
2707685248164858261307045101702230179137145581421695874189921465443966120903931272499975005961073806735733604454495675614232565,null,458
1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116283,NAO ,null
2707685248164858261307045101702230179137145581421695874189921465443966120903931272499975005961073806735733604454495675614232567,null,71
2707685248164858261307045101702230179137145581421695874189921465443966120903931272499975005961073806735733604454495675614232568,null,248
1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116284,NAO ,null
2707685248164858261307045101702230179137145581421695874189921465443966120903931272499975005961073806735733604454495675614232569,null,1306
1353842624082429130653522550851115089568572790710847937094960732721983060451965636249987502980536903367866802227247837807116286,VTRNAOQUERO ,null
2707685248164858261307044541757500686542409301731545645254173726574180994152120936422911598581817132792374697035030509364707326,BIENAL ,null
5415370496329716522614089083515001373084818603463091290508347453148361988304241872845823197163634265584749394070061018729414653,null,null
2707685248164858261307045101702230179137145581421695874189921465443966120903931272499975005961073806735733604454495675614232566,FINALIZ ,null
5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465133,null,69
2707685248164858261307045101702230179137145581421695874189921465443966120903931272499975005961073806735733604454495675614232570,INFORMACO ,null
5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465141,null,180
2707685248164858261307045101702230179137145581421695874189921465443966120903931272499975005961073806735733604454495675614232573,MAI ,null
5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465147,null,69
5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465148,null,218
2707685248164858261307045101702230179137145581421695874189921465443966120903931272499975005961073806735733604454495675614232574,IMAP ,null
5415370496329716522614089083515001373084818603463091290508347453148361988304241872845823197163634265584749394070061018729414654,CORREC ,null
10830740992659433045228178167030002746169637206926182581016694906296723976608483745691646394327268531169498788140122037458829309,null,null
5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465134,RENEGOCI ,null
10830740992659433045228180406808920716548582325686783496759685861775864483615725089999900023844295226942934417817982702456930269,null,456
5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465142,ATIV ,null
5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465149,CONFIGUR ,null
10830740992659433045228180406808920716548582325686783496759685861775864483615725089999900023844295226942934417817982702456930300,null,420
5415370496329716522614090203404460358274291162843391748379842930887932241807862544999950011922147613471467208908991351228465150,OUTLOK ,null
10830740992659433045228178167030002746169637206926182581016694906296723976608483745691646394327268531169498788140122037458829310,INTERNTET ,null
21661481985318866090456356334060005492339274413852365162033389812593447953216967491383292788654537062338997576280244074917658621,null,null
10830740992659433045228180406808920716548582325686783496759685861775864483615725089999900023844295226942934417817982702456930270,REABILIT ,null
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860541,null,458
10830740992659433045228180406808920716548582325686783496759685861775864483615725089999900023844295226942934417817982702456930285,VTRNAOCONSIGO ,null
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860571,null,1262
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860572,null,458
10830740992659433045228180406808920716548582325686783496759685861775864483615725089999900023844295226942934417817982702456930286,COPI ,null
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860573,null,1306
10830740992659433045228180406808920716548582325686783496759685861775864483615725089999900023844295226942934417817982702456930299,VTRNAOCONSIGO ,null
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860599,null,420
10830740992659433045228180406808920716548582325686783496759685861775864483615725089999900023844295226942934417817982702456930301,MAC ,null
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860603,null,420
10830740992659433045228180406808920716548582325686783496759685861775864483615725089999900023844295226942934417817982702456930302,SITEPAGU ,null
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860605,null,569
21661481985318866090456356334060005492339274413852365162033389812593447953216967491383292788654537062338997576280244074917658622,CONGELAR ,null
43322963970637732180912712668120010984678548827704730324066779625186895906433934982766585577309074124677995152560488149835317245,null,null
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860542,FOTO ,null
43322963970637732180912721627235682866194329302747133987038743447103457934462900359999600095377180907771737671271930809827721085,null,502
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860574,FACO ,null
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860600,MOZILL ,null
43322963970637732180912721627235682866194329302747133987038743447103457934462900359999600095377180907771737671271930809827721201,null,427
43322963970637732180912721627235682866194329302747133987038743447103457934462900359999600095377180907771737671271930809827721202,null,430
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860604,NAO ,null
43322963970637732180912721627235682866194329302747133987038743447103457934462900359999600095377180907771737671271930809827721209,null,564
43322963970637732180912721627235682866194329302747133987038743447103457934462900359999600095377180907771737671271930809827721210,null,461
21661481985318866090456360813617841433097164651373566993519371723551728967231450179999800047688590453885868835635965404913860606,CONTENT ,null
43322963970637732180912721627235682866194329302747133987038743447103457934462900359999600095377180907771737671271930809827721213,null,601
43322963970637732180912712668120010984678548827704730324066779625186895906433934982766585577309074124677995152560488149835317246,CUPOM ,null
86645927941275464361825425336240021969357097655409460648133559250373791812867869965533171154618148249355990305120976299670634493,null,null
43322963970637732180912721627235682866194329302747133987038743447103457934462900359999600095377180907771737671271930809827721086,SUSPEND ,null
86645927941275464361825443254471365732388658605494267974077486894206915868925800719999200190754361815543475342543861619655442173,null,69
43322963970637732180912721627235682866194329302747133987038743447103457934462900359999600095377180907771737671271930809827721149,VERIFIC ,null
86645927941275464361825443254471365732388658605494267974077486894206915868925800719999200190754361815543475342543861619655442299,null,71
86645927941275464361825443254471365732388658605494267974077486894206915868925800719999200190754361815543475342543861619655442300,null,1262
43322963970637732180912721627235682866194329302747133987038743447103457934462900359999600095377180907771737671271930809827721150,AUMENT ,null
86645927941275464361825443254471365732388658605494267974077486894206915868925800719999200190754361815543475342543861619655442301,null,158
43322963970637732180912721627235682866194329302747133987038743447103457934462900359999600095377180907771737671271930809827721214,CONSEGU ,null
86645927941275464361825425336240021969357097655409460648133559250373791812867869965533171154618148249355990305120976299670634494,IPAD ,null
173291855882550928723650850672480043938714195310818921296267118500747583625735739931066342309236296498711980610241952599341268989,null,null
86645927941275464361825443254471365732388658605494267974077486894206915868925800719999200190754361815543475342543861619655442174,ANTEVIRU ,null
173291855882550928723650886508942731464777317210988535948154973788413831737851601439998400381508723631086950685087723239310884349,null,74
86645927941275464361825443254471365732388658605494267974077486894206915868925800719999200190754361815543475342543861619655442302,TER ,null
173291855882550928723650886508942731464777317210988535948154973788413831737851601439998400381508723631086950685087723239310884605,null,247
86645927941275464361825443254471365732388658605494267974077486894206915868925800719999200190754361815543475342543861619655442429,AGOR ,null
173291855882550928723650886508942731464777317210988535948154973788413831737851601439998400381508723631086950685087723239310884859,null,42
86645927941275464361825443254471365732388658605494267974077486894206915868925800719999200190754361815543475342543861619655442430,HOJE ,null
173291855882550928723650850672480043938714195310818921296267118500747583625735739931066342309236296498711980610241952599341268990,CAI ,null
346583711765101857447301701344960087877428390621637842592534237001495167251471479862132684618472592997423961220483905198682537981,null,null
173291855882550928723650886508942731464777317210988535948154973788413831737851601439998400381508723631086950685087723239310884350,ENTR ,null
